index,wave,country,imp_family,imp_religion,happiness,satisfaction_life,univ_imp_boy_girl,housewife_fulfill_work,marital,num_children,satisfaction_finance,confidence_women_org,respect_human,religious_denom,religious_person,justify_gay,justify_abortion,justify_divorce,employment_status,chief_wage,sex,year_birth,age,edu,edu_age_complete,ethnic,survey_year
56558,1999-2004,United States,Very important,Very important,Not very happy,8,Disagree,Agree strongly,Single,1 child,9,A great deal,Not much respect,Roman Catholic,A religious person,6,Never justifiable,8,Full time,Yes,Female,,,Some university without degree,19,US: Hispanic,1999
56559,1999-2004,United States,Very important,Very important,Quite happy,7,Disagree,Agree strongly,Living together as married,3 children,6,Quite a lot,Not respect at all,Protestant,A religious person,2,Never justifiable,7,Full time,Yes,Female,,,University with degree,,"US: Black, Non-Hispanic",1999
56560,1999-2004,United States,Very important,Very important,Quite happy,8,Disagree,Agree,Married,3 children,8,Not very much,Some respect,None,A religious person,3,Never justifiable,5,Full time,Yes,Male,,,Complete primary school,,"US: Black, Non-Hispanic",1999
56561,1999-2004,United States,Very important,Rather important,Very happy,Satisfied,Strongly disagree,Agree,Married,3 children,8,Quite a lot,Not respect at all,None,Not a religious person,8,Never justifiable,6,Full time,Yes,Male,,,Some university without degree,,"US: Black, Non-Hispanic",1999
56562,1999-2004,United States,Very important,Rather important,Very happy,Satisfied,Strongly disagree,Agree strongly,Living together as married,1 child,7,None at all,Not much respect,None,Not a religious person,3,Never justifiable,8,Full time,Yes,Male,,,University with degree,,"US: Black, Non-Hispanic",1999
56563,1999-2004,United States,Very important,Not at all important,Not very happy,7,Strongly disagree,Agree strongly,Single,No child,Satisfied,None at all,Not respect at all,None,Not a religious person,Never justifiable,Never justifiable,Always justifiable,Unemployed,No,Male,,,University with degree,18,"US: Black, Non-Hispanic",1999
56564,1999-2004,United States,Very important,Very important,Quite happy,5,Strongly disagree,Agree,Single,No child,5,Quite a lot,Some respect,None,A religious person,4,6,4,Full time,Yes,Female,,,Some university without degree,,"US: Black, Non-Hispanic",1999
56565,1999-2004,United States,Very important,Rather important,Not very happy,7,Disagree,Agree strongly,Living together as married,No child,5,Quite a lot,Some respect,Roman Catholic,A religious person,Never justifiable,6,6,Full time,Yes,Male,,,Complete primary school,,US: Hispanic,1999
56566,1999-2004,United States,Very important,Rather important,Quite happy,3,Disagree,Disagree,Married,2 children,2,Not very much,Not much respect,None,A religious person,Never justifiable,Never justifiable,Always justifiable,Full time,No,Female,,,Complete primary school,15,"US: Black, Non-Hispanic",1999
56567,1999-2004,United States,Very important,Not very important,Quite happy,7,Strongly disagree,Strongly disagree,Married,1 child,7,Not very much,Not respect at all,Jew,Not a religious person,8,Always justifiable,Always justifiable,Full time,No,Female,,,University with degree,,"US: White, Non-Hispanic",1999
56568,1999-2004,United States,Very important,Not very important,Quite happy,7,Strongly disagree,Strongly disagree,Single,No child,5,Quite a lot,A lot of respect for individual human rights,Roman Catholic,A religious person,Always justifiable,Always justifiable,8,Part time,No,Female,,,Some university without degree,,"US: White, Non-Hispanic",1999
56569,1999-2004,United States,Very important,Rather important,Quite happy,7,Strongly disagree,Agree strongly,Single,No child,7,Not very much,Some respect,Roman Catholic,A religious person,6,3,7,Unemployed,Yes,Male,,,Complete primary school,19,"US: White, Non-Hispanic",1999
56570,1999-2004,United States,Very important,Rather important,Quite happy,8,Agree,Agree strongly,Married,2 children,6,Not very much,Some respect,Protestant,Not a religious person,2,3,4,Part time,No,Female,,,Complete secondary school: technical/vocational type,,"US: White, Non-Hispanic",1999
56571,1999-2004,United States,Very important,Very important,Quite happy,9,Strongly disagree,Agree,Married,3 children,4,None at all,Some respect,Roman Catholic,A religious person,6,Never justifiable,6,Part time,No,Female,,,University with degree,,"US: White, Non-Hispanic",1999
56572,1999-2004,United States,Very important,Rather important,Quite happy,4,Disagree,Agree strongly,Single,No child,4,Not very much,Not much respect,Roman Catholic,A religious person,Never justifiable,Never justifiable,5,Part time,No,Male,,,Some university without degree,,"US: White, Non-Hispanic",1999
56573,1999-2004,United States,Very important,Not very important,Quite happy,9,Strongly disagree,Disagree,Living together as married,2 children,8,Dont know,Some respect,Protestant,Not a religious person,Dont know,6,7,Full time,No,Female,,,University with degree,,"US: Black, Non-Hispanic",1999
56574,1999-2004,United States,Very important,Rather important,Quite happy,5,Disagree,Agree strongly,Living together as married,2 children,5,None at all,Some respect,Protestant,A religious person,4,5,5,Full time,No,Female,,,Complete secondary school: technical/vocational type,19,"US: White, Non-Hispanic",1999
56575,1999-2004,United States,Very important,Rather important,Very happy,8,Disagree,Disagree,Married,2 children,7,Not very much,Some respect,Protestant,Not a religious person,Never justifiable,5,5,Unemployed,No,Female,,,Incomplete secondary: university-preparatory type,,"US: White, Non-Hispanic",1999
56576,1999-2004,United States,Very important,Not very important,Quite happy,8,Disagree,Dont know,Single,No child,9,Not very much,Some respect,Roman Catholic,A religious person,8,4,4,Part time,No,Male,,,Some university without degree,,"US: White, Non-Hispanic",1999
56577,1999-2004,United States,Very important,Rather important,Quite happy,8,Agree,Agree,Married,2 children,7,None at all,Some respect,Jew,Not a religious person,Never justifiable,3,5,Full time,Yes,Male,,,University with degree,,"US: White, Non-Hispanic",1999
56578,1999-2004,United States,Very important,Not at all important,Very happy,Satisfied,Disagree,Agree strongly,Married,1 child,Satisfied,Quite a lot,A lot of respect for individual human rights,None,A convinced atheist,Always justifiable,3,Always justifiable,Retired,Yes,Male,,,Some university without degree,,"US: White, Non-Hispanic",1999
56579,1999-2004,United States,Very important,Rather important,Quite happy,Satisfied,Strongly disagree,Strongly disagree,Divorced,2 children,8,Quite a lot,Some respect,Other,A religious person,7,6,6,Full time,Yes,Female,,,Complete primary school,18,"US: White, Non-Hispanic",1999
56580,1999-2004,United States,Very important,Very important,Quite happy,6,Disagree,Agree strongly,Married,1 child,8,None at all,Some respect,Protestant,A religious person,Never justifiable,Never justifiable,6,Part time,No,Female,,,University with degree,,"US: White, Non-Hispanic",1999
56581,1999-2004,United States,Very important,Not at all important,Quite happy,8,Strongly disagree,Dont know,Married,No child,8,Not very much,Some respect,None,Dont know,9,Always justifiable,Always justifiable,Full time,No,Female,,,Some university without degree,,"US: White, Non-Hispanic",1999
56582,1999-2004,United States,Very important,Very important,Very happy,8,Disagree,Agree strongly,Married,1 child,Satisfied,Dont know,Some respect,Protestant,A religious person,Never justifiable,6,Always justifiable,Part time,No,Female,,,Complete primary school,18,"US: White, Non-Hispanic",1999
56583,1999-2004,United States,Very important,Very important,Very happy,9,Disagree,Agree,Married,No child,7,Quite a lot,Not much respect,Other,A religious person,6,8,2,Full time,No,Male,,,Some university without degree,,"US: Black, Non-Hispanic",1999
56584,1999-2004,United States,Very important,Very important,Dont know,3,Strongly disagree,Agree strongly,Divorced,2 children,Dissatisfied,A great deal,Some respect,Other,A religious person,Never justifiable,Never justifiable,5,Students,Yes,Female,,,Some university without degree,,"US: White, Non-Hispanic",1999
56585,1999-2004,United States,Very important,Very important,Quite happy,8,Disagree,Agree,Widowed,No child,7,Dont know,Some respect,Other,A religious person,Never justifiable,3,3,Full time,Yes,Male,,,Complete primary school,18,"US: White, Non-Hispanic",1999
56586,1999-2004,United States,Very important,Rather important,Quite happy,9,Strongly disagree,Dont know,Married,No child,8,Not very much,A lot of respect for individual human rights,Other,Dont know,8,6,8,Full time,Yes,Male,,,University with degree,,"US: White, Non-Hispanic",1999
56587,1999-2004,United States,Very important,Very important,Quite happy,9,Disagree,Agree strongly,Married,1 child,9,Not very much,Some respect,Other,A religious person,Never justifiable,Never justifiable,3,Full time,No,Female,,,University with degree,,"US: Black, Non-Hispanic",1999
56588,1999-2004,United States,Very important,Rather important,Very happy,9,Disagree,Agree,Married,No child,9,Quite a lot,A lot of respect for individual human rights,None,A religious person,Always justifiable,Never justifiable,8,Full time,Yes,Male,,,University with degree,,"US: White, Non-Hispanic",1999
56589,1999-2004,United States,Very important,Very important,Quite happy,6,Agree,Dont know,Single,No child,7,Quite a lot,Not much respect,None,A religious person,Never justifiable,5,5,Full time,No,Male,,,Complete secondary: university-preparatory type,18,"US: White, Non-Hispanic",1999
56590,1999-2004,United States,Very important,Not very important,Very happy,7,Disagree,Agree strongly,Single,No child,6,A great deal,Some respect,Roman Catholic,A religious person,Always justifiable,8,8,Full time,Yes,Male,,,University with degree,,"US: White, Non-Hispanic",1999
56591,1999-2004,United States,Very important,Very important,Quite happy,8,Disagree,Agree,Divorced,,Satisfied,A great deal,Some respect,Other,A religious person,Always justifiable,5,5,Full time,Yes,Male,,,Some university without degree,,"US: Black, Non-Hispanic",1999
56592,1999-2004,United States,Very important,Very important,Not very happy,4,Disagree,Agree,Divorced,2 children,3,Quite a lot,Some respect,Roman Catholic,A religious person,5,Never justifiable,Always justifiable,Full time,Yes,Female,,,Complete primary school,17,"US: White, Non-Hispanic",1999
56593,1999-2004,United States,Not at all important,Very important,Very happy,Satisfied,Disagree,Agree,Widowed,No child,Satisfied,None at all,Not much respect,Protestant,A religious person,5,Never justifiable,5,Retired,Yes,Female,,,University with degree,,"US: White, Non-Hispanic",1999
56594,1999-2004,United States,Very important,Not at all important,Quite happy,6,Dont know,Dont know,Single,No child,3,Not very much,A lot of respect for individual human rights,None,Not a religious person,4,4,7,Full time,Yes,Male,,,University with degree,,"US: White, Non-Hispanic",1999
56595,1999-2004,United States,Very important,Very important,Very happy,8,Strongly disagree,Agree,Married,2 children,Satisfied,Not very much,Some respect,Protestant,A religious person,6,2,4,Part time,No,Female,,,University with degree,,"US: White, Non-Hispanic",1999
56596,1999-2004,United States,Very important,Very important,Quite happy,5,Disagree,Agree,Divorced,3 children,3,Not very much,Not much respect,Other,A religious person,3,2,5,Self employed,Yes,Female,,,Complete primary school,17,"US: White, Non-Hispanic",1999
56597,1999-2004,United States,Very important,Rather important,Very happy,8,Disagree,Disagree,Divorced,No child,7,Quite a lot,Some respect,Other,A religious person,6,2,5,Full time,Yes,Female,,,Complete secondary school: technical/vocational type,17,"US: White, Non-Hispanic",1999
56598,1999-2004,United States,Very important,Very important,Quite happy,8,Agree,Agree,Married,4 children,9,Not very much,Some respect,Other,A religious person,5,3,5,Retired,Yes,Male,,,University with degree,,"US: White, Non-Hispanic",1999
56599,1999-2004,United States,Very important,Very important,Very happy,9,Strongly disagree,Disagree,Married,1 child,6,Not very much,Not much respect,Other,Not a religious person,5,2,3,Unemployed,No,Female,,,University with degree,,"US: Black, Non-Hispanic",1999
56600,1999-2004,United States,Very important,Rather important,Quite happy,8,Disagree,Disagree,Single,No child,6,Quite a lot,Some respect,None,A religious person,2,2,5,Unemployed,Yes,Male,,,Complete primary school,17,"US: Black, Non-Hispanic",1999
56601,1999-2004,United States,Very important,Very important,Not very happy,6,Disagree,Disagree,Married,3 children,2,None at all,A lot of respect for individual human rights,Protestant,A religious person,Never justifiable,5,5,Full time,Yes,Female,,,Incomplete secondary school: technical/vocational type,Dont know,"US: White, Non-Hispanic",1999
